              0            300            100              0
          0.005      297.93885      100.55696              0
           0.01      295.87024      101.11303              0
          0.015      293.79431      101.66808              0
           0.02      291.71656      102.21669              0
          0.025      289.63194      102.76393              0
           0.03      287.54601      103.30434              0
          0.035      285.45367      103.84305              0
           0.04      283.36055      104.37453              0
          0.045       281.2615      104.90398              0
           0.05      279.16219      105.42579              0
          0.055      277.05745      105.94523              0
           0.06      274.95301      106.45665              0
          0.065      272.84363      106.96535              0
           0.07       270.7295      107.47118              0
          0.075      268.61648      107.96838              0
           0.08      266.49924      108.46238              0
          0.085      264.37798        108.953              0
           0.09      262.25865      109.43441              0
          0.095      260.13585       109.9121              0
            0.1      258.01555      110.38018              0
          0.105      255.89232      110.84421              0
           0.11      253.76637      111.30403              0
          0.115      251.64378      111.75366              0
           0.12      249.51904      112.19874              0
          0.125      247.39235      112.63913              0
           0.13       245.2699      113.06875              0
          0.135      243.14607      113.49334              0
           0.14       241.0211      113.91274              0
          0.145      238.89522       114.3268              0
           0.15      236.77473      114.72935              0
          0.155       234.6539      115.12624              0
           0.16      232.53297      115.51732              0
          0.165       230.4183      115.89636              0
           0.17      228.30411      116.26929              0
          0.175      226.19064      116.63595              0
           0.18      224.07812       116.9962              0
          0.185      221.97302      117.34373              0
           0.19      219.86946      117.68456              0
          0.195      217.76766      118.01856              0
            0.2      215.66788      118.34558              0
          0.205      213.57667      118.65924              0
           0.21      211.48803      118.96566              0
          0.215      209.40223      119.26471              0
           0.22      207.31948      119.55627              0
          0.225      205.24005      119.84021              0
           0.23      203.17057      120.11004              0
          0.235      201.10495      120.37201              0
           0.24      199.04344      120.62602              0
          0.245      196.98625      120.87194              0
           0.25      194.93364      121.10966              0
          0.255      192.89233      121.33263              0
           0.26      190.85613       121.5472              0
          0.265      188.82526      121.75329              0
           0.27      186.79995      121.95079              0
          0.275      184.78043      122.13961              0
           0.28      182.76692      122.31965              0
          0.285      180.76624      122.48427              0
           0.29      178.77208      122.63998              0
          0.295      176.78464      122.78669              0
            0.3      174.80414      122.92433              0
          0.305      172.83079      123.05282              0
           0.31      170.86479       123.1721              0
          0.315      168.91304      123.27547              0
           0.32      166.96911      123.36954              0
          0.325      165.03318      123.45426              0
           0.33      163.10546      123.52958              0
          0.335      161.18613      123.59544              0
           0.34      159.27539       123.6518              0
          0.345      157.37341      123.69862              0
           0.35      155.48713      123.72916              0
          0.355      153.61002      123.75015              0
           0.36      151.74224      123.76156              0
          0.365      149.88396      123.76338              0
           0.37      148.03534      123.75557              0
          0.375      146.19655      123.73813              0
           0.38      144.36774      123.71105              0
          0.385      142.55585      123.66756              0
           0.39      140.75427       123.6145              0
          0.395      138.96314      123.55186              0
            0.4      137.18259      123.47964              0
          0.405      135.41276      123.39786              0
           0.41      133.65377      123.30654              0
          0.415      131.90575      123.20569              0
           0.42      130.17563      123.08857              0
          0.425      128.45673      122.96206              0
           0.43      126.74916      122.82619              0
          0.435      125.05302        122.681              0
           0.44      123.36842      122.52652              0
          0.445      121.69543      122.36281              0
           0.45      120.04098      122.18314              0
          0.455      118.39833      121.99443              0
           0.46      116.76756      121.79673              0
          0.465      115.14876       121.5901              0
           0.47      113.54199      121.37461              0
          0.475      111.94732      121.15031              0
           0.48       110.3716      120.91055              0
          0.485       108.8081      120.66224              0
           0.49      107.25685      120.40545              0
          0.495      105.71792      120.14026              0
            0.5      104.19133      119.86676              0
          0.505      102.68389      119.57834              0
           0.51      101.18887      119.28189              0
          0.515      99.706277      118.97751              0
           0.52      98.236148      118.66529              0
          0.525      96.778499      118.34533              0
           0.53      95.340056      118.01107              0
          0.535      93.914101       117.6694              0
           0.54      92.500638      117.32041              0
          0.545      91.099668      116.96422              0
           0.55       89.71785      116.59433              0
          0.555      88.348493      116.21757              0
           0.56      86.991584      115.83407              0
          0.565      85.647106      115.44394              0
           0.57      84.321652      115.04073              0
          0.575      83.008561      114.63126              0
           0.58      81.707803      114.21564              0
          0.585      80.419347        113.794              0
           0.59      79.149719      113.35995              0
          0.595      77.892289      112.92026              0
            0.6      76.647015      112.47504              0
          0.605      75.420357      112.01798              0
           0.61      74.205727      111.55579              0
          0.615      73.003071      111.08859              0
           0.62      71.818786      110.61011              0
          0.625      70.646325      110.12702              0
           0.63      69.485626      109.63945              0
          0.635       68.34302      109.14118              0
           0.64      67.212007      108.63882              0
          0.645      66.092513      108.13251              0
           0.65       64.99081      107.61608              0
          0.655      63.900439      107.09609              0
           0.66       62.82132      106.57267              0
          0.665      61.759667      106.03971              0
           0.67      60.709062      105.50372              0
          0.675      59.675658      104.95864              0
           0.68      58.653088      104.41092              0
          0.685      57.647443      103.85456              0
           0.69      56.652409      103.29594              0
          0.695      55.667889      102.73521              0
            0.7      54.699925       102.1664              0
          0.705       53.74224      101.59585              0
           0.71       52.80082      101.01765              0
          0.715      51.869437       100.4381              0
           0.72      50.954021      99.851329              0
          0.725      50.048392       99.26358              0
           0.73      49.158429      98.669033              0
          0.735      48.277999      98.073876              0
           0.74      47.412929      97.472334              0
          0.745      46.557133      96.870544              0
           0.75      45.716389      96.262773              0
          0.755      44.884656      95.655108              0
           0.76      44.067665      95.041857              0
          0.765      43.265204      94.423317              0
           0.77      42.471331      93.805461              0
          0.775      41.691675      93.182692              0
           0.78      40.920338       92.56094              0
          0.785      40.162907      91.934641              0
           0.79      39.419168      91.304078              0
          0.795      38.683318      90.675072              0
            0.8      37.960851      90.042149              0
          0.805      37.251553      89.405578              0
           0.81      36.549714       88.77108              0
          0.815      35.860739      88.133262              0
           0.82      35.178948       87.49781              0
          0.825      34.509717      86.859351              0
           0.83      33.852838       86.21814              0
          0.835        33.2081      85.574424              0
           0.84      32.569966      84.933737              0
          0.845      31.943679      84.290831              0
           0.85      31.329034      83.645941              0
          0.855      30.720569      83.004519              0
           0.86      30.123459      82.361377              0
          0.865      29.537502       81.71674              0
           0.87      28.962499      81.070829              0
          0.875      28.398253      80.423857              0
           0.88      27.839474      79.781091              0
          0.885      27.291179      79.137489              0
           0.89      26.753175      78.493256              0
          0.895      26.225271       77.84859              0
            0.9       25.70728      77.203683              0
          0.905      25.194065      76.563636              0
           0.91      24.690505      75.923536              0
          0.915      24.196417      75.283565              0
           0.92      23.711621      74.643901              0
          0.925      23.235938      74.004714              0
           0.93      22.769192      73.366173              0
          0.935       22.31121      72.728441              0
           0.94       21.86182      72.091675              0
          0.945      21.416147      71.460701              0
           0.95      20.978837       70.83082              0
          0.955      20.549725      70.202181              0
           0.96      20.128648      69.574925              0
          0.965      19.715446      68.949193              0
           0.97       19.30996      68.325118              0
          0.975      18.912035      67.702831              0
           0.98      18.521516      67.082456              0
          0.985      18.138254      66.464117              0
           0.99      17.762099      65.847929              0
          0.995      17.392905      65.234006              0
              1      17.030527      64.622457              0
          1.005      16.674825      64.013388              0
           1.01       16.32566        63.4069              0
          1.015      15.982892       62.80309              0
           1.02       15.64639      62.202053              0
          1.025      15.316019      61.603878              0
