              0            300            100              0
          0.005       297.9337      101.06099              0
           0.01       295.8496      102.12914              0
          0.015      293.75313      103.19896              0
           0.02      291.64461      104.27014              0
          0.025      289.52435      105.34233              0
           0.03      287.39268       106.4152              0
          0.035      285.24995      107.48842              0
           0.04      283.09649      108.56162              0
          0.045      280.93268      109.63445              0
           0.05      278.75886      110.70655              0
          0.055      276.57543      111.77756              0
           0.06      274.38277      112.84709              0
          0.065      272.18126      113.91478              0
           0.07      269.97132      114.98024              0
          0.075      267.74754      116.04886              0
           0.08      265.51606      117.11452              0
          0.085      263.27731      118.17681              0
           0.09      261.03171      119.23534              0
          0.095      258.77972      120.28969              0
            0.1      256.52179      121.33947              0
          0.105      254.25234      122.39027              0
           0.11      251.97778      123.43569              0
          0.115      249.69858      124.47532              0
           0.12      247.41522      125.50875              0
          0.125      245.12201       126.5417              0
           0.13      242.82553      127.56762              0
          0.135      240.52629      128.58608              0
           0.14      238.22477      129.59667              0
          0.145      235.91519      130.60524              0
           0.15      233.60427      131.60509              0
          0.155      231.29253      132.59581              0
           0.16       228.9741      133.58333              0
          0.165      226.65582      134.56088              0
           0.17       224.3382      135.52803              0
          0.175      222.01531      136.49082              0
           0.18      219.69408      137.44237              0
          0.185      217.37504      138.38227              0
           0.19      215.05216      139.31664              0
          0.195      212.73248      140.23853              0
            0.2      210.40992      141.15411              0
          0.205      208.09156       142.0564              0
           0.21      205.77794        142.945              0
          0.215      203.46291      143.82615              0
           0.22      201.15363      144.69282              0
          0.225      198.84391       145.5513              0
           0.23      196.54094      146.39452              0
          0.235      194.23851      147.22882              0
           0.24      191.94384      148.04709              0
          0.245      189.65066      148.85574              0
           0.25      187.36623      149.64763              0
          0.255      185.09104      150.42245              0
           0.26      182.81882      151.18661              0
          0.265       180.5568      151.93301              0
           0.27      178.29868       152.6681              0
          0.275      176.04491      153.39155              0
           0.28      173.80276      154.09624              0
          0.285      171.56587      154.78868              0
           0.29      169.34153      155.46175              0
          0.295      167.12335      156.12199              0
            0.3       164.9186      156.76229              0
          0.305      162.72089      157.38923              0
           0.31      160.53747      157.99569              0
          0.315      158.36194      158.58828              0
           0.32       156.1947      159.16673              0
          0.325      154.04299      159.72396              0
           0.33      151.90039      160.26659              0
          0.335       149.7741      160.78758              0
           0.34      147.65768      161.29357              0
          0.345       145.5515      161.78434              0
           0.35      143.46275      162.25288              0
          0.355      141.38497      162.70584              0
           0.36       139.3253      163.13628              0
          0.365      137.27728      163.55084              0
           0.37      135.24124      163.94935              0
          0.375      133.22427      164.32493              0
           0.38      131.21991      164.68422              0
          0.385      129.22847      165.02708              0
           0.39      127.25696      165.34669              0
          0.395      125.29894       165.6497              0
            0.4      123.35468      165.93601              0
          0.405      121.43112      166.19887              0
           0.41      119.52182      166.44492              0
          0.415      117.62704      166.67408              0
           0.42      115.75363       166.8797              0
          0.425      113.89517       167.0684              0
           0.43      112.05188      167.24012              0
          0.435      110.23051      167.38832              0
           0.44      108.42469      167.51958              0
          0.445       106.6346      167.63387              0
           0.45      104.86689      167.72477              0
          0.455      103.11522       167.7988              0
           0.46      101.37974      167.85597              0
          0.465      99.666995      167.88997              0
           0.47      97.970685      167.90727              0
          0.475      96.290946      167.90791              0
           0.48      94.634177      167.88568              0
